sample_id,main_category,target_type,scenario_group,subscenario_desc,state_idlist,state_linkinfo,state_env,state_relativepath,state_tracker,expected_status,expected_ui_target_field,expected_ui_target_path,expected_execution_target_field,expected_execution_target_path,expected_tracker_status,target_file_relpath,target_file_exists_at_creation,sha256,lecmd_crosscheck,exiftool_crosscheck,system_output_status
CEEC_xlsx30.xlsx-001,CONSISTENT,.xlsx,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->xlsx30.xlsx | EXEC=env(PRESENT_NORMAL_EXISTS)->xlsx30.xlsx | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx30.xlsx,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx30.xlsx,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx30.xlsx,TRUE,05dd67fd1c8f02c74199848be5c772965d52a56df39198104f2201aa5ff9fca6,SKIP,SKIP,CONSISTENT
CEEC_cmdc2.cmd-010,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->cmdc2.cmd | EXEC=env(PRESENT_NORMAL_EXISTS)->cmdc2.cmd | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,TRUE,292a1fbc627f8d7f73b340087b9245a53067b1407818b74731c4433b010001e6,SKIP,SKIP,CONSISTENT
CEEC_xlsx40.xlsx-001,CONSISTENT,.xlsx,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->xlsx40.xlsx | EXEC=env(PRESENT_NORMAL_EXISTS)->xlsx40.xlsx | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx40.xlsx,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx40.xlsx,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx40.xlsx,TRUE,8fe7917bc714d4ba3747b8de2c8ec8409f733fd13d14928a13c71f1f642f61d8,SKIP,SKIP,CONSISTENT
CEEC_exee.exe-010,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->exee.exe | EXEC=env(PRESENT_NORMAL_EXISTS)->exee.exe | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,TRUE,0b5a3755a8273a59666fc1f1da195ce45f3a0f809263c0d4383351fbdbf59071,SKIP,SKIP,CONSISTENT
CEEC_docx19.docx-002,CONSISTENT,.docx,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->docx19.docx | EXEC=env(PRESENT_NORMAL_EXISTS)->docx19.docx | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx19.docx,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx19.docx,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx19.docx,TRUE,6e560dbd6d39decd216dc6f6e2613303debc9a4814229ebd0197917e6a85436d,SKIP,SKIP,CONSISTENT
CEEC_exee2.exe-010,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->exee2.exe | EXEC=env(PRESENT_NORMAL_EXISTS)->exee2.exe | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,TRUE,4282a32a2a8cea5042646cce65a342058e14ab6b0fb737a79eb570aaac0b18a7,SKIP,SKIP,CONSISTENT
CEEC_docx29.docx-002,CONSISTENT,.docx,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->docx29.docx | EXEC=env(PRESENT_NORMAL_EXISTS)->docx29.docx | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx29.docx,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx29.docx,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx29.docx,TRUE,5d8d48e241e03f879ee77cbb627eb0305b3b518717728d35f91e10ec3546becd,SKIP,SKIP,CONSISTENT
CEEC_vbsv.vbs-010,CONSISTENT,.vbs,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->vbsv.vbs | EXEC=env(PRESENT_NORMAL_EXISTS)->vbsv.vbs | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,TRUE,106eb82787f8c03e18cef5aadf20b316876b075fb9ca9c6c8548c02c00c6b806,SKIP,SKIP,CONSISTENT
CEEC_docx39.docx-002,CONSISTENT,.docx,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->docx39.docx | EXEC=env(PRESENT_NORMAL_EXISTS)->docx39.docx | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx39.docx,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx39.docx,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx39.docx,TRUE,a35703d9ca638534bc15d97edd91237868c10cd3184cb4e4da037d82a64c13f8,SKIP,SKIP,CONSISTENT
CEEC_vbsv2.vbs-010,CONSISTENT,.vbs,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->vbsv2.vbs | EXEC=env(PRESENT_NORMAL_EXISTS)->vbsv2.vbs | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,TRUE,89b1897ca42d7fb3ca88e3eefb3418b4cea4cba4a70f68cd6222f49c30c88ef3,SKIP,SKIP,CONSISTENT
CEEC_jpg16.jpg-002,CONSISTENT,.jpg,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->jpg16.jpg | EXEC=env(PRESENT_NORMAL_EXISTS)->jpg16.jpg | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg16.jpg,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg16.jpg,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg16.jpg,TRUE,f5c487fefa25eec140c560266832a78e114af98a71fa3af178755d746cae0cdb,SKIP,SKIP,CONSISTENT
CEEC_cmdc.cmd-011,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->cmdc.cmd | EXEC=env(PRESENT_NORMAL_EXISTS)->cmdc.cmd | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,TRUE,dfda8f476b1ca2faef883f3ce3eea8292c68cb46080ebd45ff8fbc9485832256,SKIP,SKIP,CONSISTENT
CEEC_jpg26.jpg-002,CONSISTENT,.jpg,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->jpg26.jpg | EXEC=env(PRESENT_NORMAL_EXISTS)->jpg26.jpg | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg26.jpg,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg26.jpg,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg26.jpg,TRUE,f6b678fb19df47d5a77cfd882abfcc7ef2821701aeb4fefcf8a9155473296e07,SKIP,SKIP,CONSISTENT
CEEC_cmdc2.cmd-011,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->cmdc2.cmd | EXEC=env(PRESENT_NORMAL_EXISTS)->cmdc2.cmd | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,TRUE,7ba8a35f445b4067e0a670664b1dd585efe0c93ba2627a109cab6652a9c40d17,SKIP,SKIP,CONSISTENT
CEEC_jpg36.jpg-002,CONSISTENT,.jpg,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->jpg36.jpg | EXEC=env(PRESENT_NORMAL_EXISTS)->jpg36.jpg | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg36.jpg,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg36.jpg,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg36.jpg,TRUE,f4ee0f8e95993378ee702ae5061142e706d774967771ddfdffdca8b72b9bd935,SKIP,SKIP,CONSISTENT
CEEC_exee.exe-011,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->exee.exe | EXEC=env(PRESENT_NORMAL_EXISTS)->exee.exe | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,TRUE,da69b1738d72dd19c691ed7c3beac64d86b6315b68988c0cc651eaf5c44125eb,SKIP,SKIP,CONSISTENT
CEEC_jpgf.jpg-002,CONSISTENT,.jpg,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->jpgf.jpg | EXEC=env(PRESENT_NORMAL_EXISTS)->jpgf.jpg | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpgf.jpg,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpgf.jpg,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpgf.jpg,TRUE,70e256fd7afb4357811057cb5023d24c14964b7cab8cb002110160ee17f9ab00,SKIP,SKIP,CONSISTENT
CEEC_exee2.exe-011,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->exee2.exe | EXEC=env(PRESENT_NORMAL_EXISTS)->exee2.exe | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,TRUE,a7aaecb55decb3621c629ebe322155f54c528d95e83ad88f5490660d30df30de,SKIP,SKIP,CONSISTENT
CEEC_mp313.mp3-002,CONSISTENT,.mp3,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->mp313.mp3 | EXEC=env(PRESENT_NORMAL_EXISTS)->mp313.mp3 | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp313.mp3,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp313.mp3,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp313.mp3,TRUE,4b6640ed505b4e60b039b8beea7e975c8659cc8db511da59d7997af9b261208e,SKIP,SKIP,CONSISTENT
CEEC_vbsv.vbs-011,CONSISTENT,.vbs,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->vbsv.vbs | EXEC=env(PRESENT_NORMAL_EXISTS)->vbsv.vbs | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,TRUE,ff5ec8d4f088b1215c632e94c15abaaa742eb46873e9b1f8483a96f6624baba6,SKIP,SKIP,CONSISTENT
CEEC_mp323.mp3-002,CONSISTENT,.mp3,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->mp323.mp3 | EXEC=env(PRESENT_NORMAL_EXISTS)->mp323.mp3 | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp323.mp3,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp323.mp3,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp323.mp3,TRUE,48794b8994c8ffdc9461632d85fe8133eaa1875606f7bf7d165a6c8c1554d5a8,SKIP,SKIP,CONSISTENT
CEEC_vbsv2.vbs-011,CONSISTENT,.vbs,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->vbsv2.vbs | EXEC=env(PRESENT_NORMAL_EXISTS)->vbsv2.vbs | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,TRUE,120e5c5a38ab19e79388c49faa657afe264c6d001c307637922d65bbe425a336,SKIP,SKIP,CONSISTENT
CEEC_mp333.mp3-002,CONSISTENT,.mp3,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->mp333.mp3 | EXEC=env(PRESENT_NORMAL_EXISTS)->mp333.mp3 | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp333.mp3,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp333.mp3,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp333.mp3,TRUE,92065e04003057e4e9a9e007f104058d991a7ac603112735fdabb67363d13f1e,SKIP,SKIP,CONSISTENT
CEEC_cmdc.cmd-012,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->cmdc.cmd | EXEC=env(PRESENT_NORMAL_EXISTS)->cmdc.cmd | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,TRUE,f4ebbd37a84c02aa8ccd75207c462fccbbf197a9f4963fa83bd6abbca8051db6,SKIP,SKIP,CONSISTENT
CEEC_mp415.mp4-002,CONSISTENT,.mp4,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->mp415.mp4 | EXEC=env(PRESENT_NORMAL_EXISTS)->mp415.mp4 | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp415.mp4,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp415.mp4,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp415.mp4,TRUE,b2c7d784f31324b52b125156f7a6c89384ffe0ea106fc4df9c3ae5903b9f9442,SKIP,SKIP,CONSISTENT
CEEC_cmdc2.cmd-012,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->cmdc2.cmd | EXEC=env(PRESENT_NORMAL_EXISTS)->cmdc2.cmd | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,TRUE,ec81efe7bde2445417cee8ce21a3ceb1db8964f882a41c2d9b358dcdabdd5243,SKIP,SKIP,CONSISTENT
CEEC_mp425.mp4-002,CONSISTENT,.mp4,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->mp425.mp4 | EXEC=env(PRESENT_NORMAL_EXISTS)->mp425.mp4 | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp425.mp4,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp425.mp4,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp425.mp4,TRUE,425d91ba341ff4f93209483147f7fd9bbde200199ef77c4e840137334a6cc0f0,SKIP,SKIP,CONSISTENT
CEEC_exee.exe-012,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_EXISTS)->exee.exe | EXEC=env(PRESENT_NORMAL_EXISTS)->exee.exe | fields: env=PRESENT_NORMAL_EXISTS | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_EXISTS,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,TRUE,63ec82c1e248d55f62dffcabb00de6e45df4d17131b64baebb1fd2136c45038a,SKIP,SKIP,CONSISTENT
